gene,R_E60_1,R_E60_2,R_E60_3,R_E60_4,R_D1_1,R_D1_2,R_D1_3,R_D7_1,R_D7_2,R_D7_3,R_D28_1,R_D28_2,R_D28_3,R_Y1
AKAP10,3.145905453,3.068604509,3.285780902,2.934437754,4.172258498,3.056493426,2.845830391,2.839434992,3.113328656,3.295733237,3.042720153,2.985945085,2.470563234,2.017779349
LOC101110922,0,0.093912,0.187929,0.136127,0.06861,0.087904,0,0.019549,0.075883,0.072873,0.777032,2.395348,0,0
FAM92A1,3.239519359,3.872092359,4.177444865,2.877059722,4.684242128,2.912553721,4.796161,3.772337519,4.277153921,3.882931261,3.569434868,2.814780153,4.689154683,4.077018705
LOC105610997,0,0.025116,0.019695,0.02759,0.026673,0.04999,0.344443,3.192728,0.263507,2.438345,0.536095,0.81682,0.171234,0.199496
OGG1,4.7983621,4.69422577,4.578904455,4.167976835,5.741802296,4.050916235,5.414950306,4.612569126,5.251316562,4.382836918,2.617442704,2.201338066,4.278873117,3.237467578
LOC101106776,1.743078,1.959937,2.635758,2.265966,3.166453,2.517565,2.649493,3.176117,1.08835,3.441031,2.757017,1.890896,3.587492,2.179674
YBX2,4.036522,4.672842,5.736741,3.08076,3.475463,2.292196,2.16478,2.313091,3.234033,3.228698,4.7208,3.253633,3.975273,1.928823
PGAP2,9.876700022,9.162226627,10.4870996,9.211703646,11.08062973,11.8295759,11.01201746,9.308773062,10.45212931,9.728537793,5.501281186,8.217405604,11.22830147,7.256162191
LPAR5,1.372934,1.322825,0.943922,1.912213,1.438798,0.844225,1.360673,2.713757,1.206187,2.36319,0.702892,1.600976,0.648415,0.426304
CXHXorf23,2.398624712,0.818129523,1.737017558,1.554619333,1.764247576,1.167589932,2.059988217,1.574491656,0.653290993,1.112140509,1.397068384,1.754694245,1.950375649,1.38329159
LOC105610217,3.142112,3.423707,4.544628,2.054695,2.114405,2.997347,2.761048,2.169492,2.79421,3.723191,1.063555,1.578831,2.261964,1.428693
GALNS,7.855220545,7.045658546,8.438427752,8.788587785,5.995430577,6.624535317,6.384053233,6.467353483,8.004018783,8.157150731,5.113408933,4.653809755,3.035393186,2.141007305
LOC101113077,0,0,0,0,0,0,0,0,0,0,0.035618,0.314462,0,0
LOC105609715,2.044035,1.949663,2.820248,1.270178,0.824891,3.759972,1.886515,1.879155,1.034546,1.041486,0.721061,0.619629,1.477573,3.099192
LOC105604490,3.028713,3.445489,4.21607,1.717997,5.70558,3.977914,3.286081,4.105943,3.887615,3.133281,2.35494,2.3769,2.93061,2.097832
CERS6,1.156198644,1.271120905,1.386871686,1.149127742,0.830026646,0.513666244,0.560029514,1.067059045,0.523294928,1.578461962,2.456590342,1.087253296,1.052585886,0.375879794
GNAO1,0.455654892,0.641735555,0.599317776,0.609270317,0.484025455,0.733846405,0.510525893,0.089886175,0.196686526,0.37044603,3.757982104,3.268759349,0.121190995,0.089253887
SETBP1,1.928018363,1.644108253,1.599379382,0.936285197,1.252186955,1.145222669,0.897345265,0.843610742,0.947747921,0.70057228,1.874562549,1.771162935,1.05425305,0.6507185
MPP2,3.581978101,3.944132723,3.680404568,2.461286152,3.276685,2.779200194,1.367030298,2.331135451,2.371557106,1.582582186,1.127835433,1.645078504,2.644328488,1.374239544
IGLON5,0,0.094269,0.332276,0.051971,0.09836,0,0,2.662796,0.155359,1.586402,1.472506,3.756578,0.919611,0.266145
TMEM8B,3.619028699,3.864114662,4.101292635,3.461050114,2.979718373,2.608441194,1.670947968,0.951173083,1.186529473,1.669461643,1.812546512,1.529346476,1.546604222,0.68413995
CCR6,0,0,0,0.011404967,0,0.026552758,0,1.795992087,3.543159267,3.753400157,0.589659229,0.687749809,0.14127622,0.513769489
PDE7A,2.456807,2.809066,3.510792,1.819747,3.280856,3.244009,2.650341,2.341287,2.770469,2.507045,1.828686,1.79425,1.618622,1.534564
NME7,5.770496304,4.957197742,5.265977093,6.324405076,6.770832125,4.589469578,7.271163054,9.116206849,6.899205907,5.112519491,8.722971315,8.764352554,9.823267522,8.67023503
CLMN,0.396991051,0.22335089,0.173791125,0.132050402,0.90372288,0.371549418,0.254283262,0.342150154,0.154132017,0.17584653,0.557138546,0.442987154,0.324534569,0.250358667
ROBO2,0.381278415,0.42575122,0.278594942,0.254997961,0.143490261,0.205471263,0.428884091,0.508446566,1.034077896,0.651777475,2.23024323,2.4597997,1.747338411,0.850447838
ADAT2,2.507661248,2.39560435,2.698579126,1.202668413,2.797412638,2.227965471,2.470546203,2.042903533,2.651170159,2.043136621,2.136868545,2.226962563,2.717824513,2.940614889
LOC101107405,4.69178,4.111784,5.028651,3.760305,4.381991,4.476092,3.25906,3.778755,4.901904,4.351567,3.822211,3.719627,5.844739,2.864493
ATG4C,4.317481547,1.864616112,2.611484702,2.627992782,3.17733473,2.033536959,2.377040464,2.46770123,2.788512863,2.305907776,3.495724055,3.308118059,3.901187102,3.54682327
SLC25A26,7.168226879,9.869215907,9.749007629,6.208263911,9.977904312,8.304851598,10.69847322,8.969261668,10.75154127,10.03686334,8.618157698,6.949563064,7.610028231,7.734889758
MYO9A,0.993730124,0.509581827,0.733687917,0.527080536,0.52465316,0.505715011,0.536408678,0.725409654,0.516265662,0.5402906,1.960610094,1.863989257,0.721735348,0.584863356
LOC101112543,3.616455967,3.259834072,2.773561983,2.378453267,2.659437971,2.271181149,1.486449392,3.038529993,2.272297575,2.653652629,3.800987161,2.257628784,1.994499017,1.490082774
NRXN2,3.407478,2.734078,3.745673,1.681072,1.051574,2.979084,1.207201,0.257805,0.329369,0.184276,0.802918,0.840305,0.156055,0.007563
AP4S1,3.837687,3.474338,3.615823,4.910876,3.567212,3.476138,3.374671,4.134031,4.394468,3.80688,3.253191,3.610849,2.613921,3.108409
LOC101122667,1.126544,0.456242,0.594173,0.622063,2.162825,0.800807,3.223502,1.033761,2.843215,2.196155,0.847057,1.675831,1.966994,3.74262
STRBP,3.111467783,2.612702548,2.726053727,1.761907615,2.413788535,2.377780482,2.267765006,2.486791356,2.651807229,2.572648542,2.695378237,3.185596183,3.601919755,4.14964866
ALG8,3.306417,2.550972,3.962031,2.194364,4.208436,4.86176,4.25316,4.569386,5.286792,3.822897,3.794811,3.966903,3.809406,3.149239
RAB38,1.553469,1.864571,1.881067,0.584075,0.376316,0.551655,1.059015,1.316526,0.795218,0.933294,0.165772,0.278599,0.058318,0.028357
LOC105610483,2.738249741,3.055862018,3.316420494,2.591593323,3.15112616,3.547018347,3.894480347,3.175202764,2.927583209,2.29424084,2.056454256,3.275762081,2.567005812,2.973412161
SYT13,0.337088,0.64158,0.298023,0.630306,0.52326,0.691,0.14724,0.100743,0,0.142642,0.22134,0.492494,0.064616,0
EPG5,3.034097564,2.737934048,2.605475115,2.754074424,2.729582773,2.86628,1.843938,1.836432168,1.90318555,1.539829666,2.305071235,2.10480034,1.308365,0.982895
LOC106991605,2.071347344,2.420100298,2.381420569,2.059891451,2.367584122,2.853518543,2.472478184,2.283627849,2.539301487,2.431746827,2.135551875,1.408014089,1.392984376,1.111981955
C14H19orf54,3.112024,3.166331,3.428159,2.591616,4.904238,5.046637,4.462153,3.906041,6.371851,4.800868,6.709687,4.079711,7.523287,4.060019
KIF24,1.436157437,1.162690722,2.175178083,0.874923859,3.828562598,1.482223296,1.494397653,2.130528396,2.40771771,2.479708652,1.338215831,1.389184335,2.621290367,1.621177811
MDM1,2.33934717,1.955337912,2.315020054,1.472048,2.287510963,1.299509,1.061599,1.126650304,1.126068,1.016043,1.699984329,0.736549,1.618612642,1.070518321
LOC106990150,2.396867,1.783768,1.892094,1.783763,4.776232,4.124328,3.34875,2.093428,2.201927,1.902569,0.868038,1.028795,1.691182,1.163078
LOC105616290,0.971325048,0.761089677,1.175308823,1.134665139,0.52020395,0.169757456,0.065541649,0.067572165,0.130500241,0.210300388,0,0.235568209,0.075091833,0.283039392
SALL2,1.070687,2.077436,1.676393,0.902332,1.460732,0.898567,0.62013,2.382903,1.515995,2.295811,2.387226,1.833806,0.882977,0.043995
LRRN4,1.524552,0.325567,0,0.241881,0.025151,0,0,0,0,0,0,0,0,0
SP4,3.135028,1.864541,2.786959,1.703304,2.024882,1.157031,1.379167,1.171107,1.088186,1.031496,1.470582,0.788839,0.869049,0.517973
XXYLT1,2.948093,3.13702,3.599199,1.633173,3.947411,3.76665,3.533261,2.818627,3.806207,3.135774,2.56862,2.726884,2.530075,1.94852
KDM8,4.542106,4.902592,6.225819,4.600869,7.363869,6.573638,6.316723,3.431023,4.006383,4.245869,2.617623,1.364077,2.348047,1.764859
COMP,1.338428,1.490968,2.300436,1.220203,0.782612,1.131559,1.404014,0.888945,1.099221,1.105787,0.141363,0,1.208217,0.831928
NPRL2,9.538431,9.544483,9.725184,9.067919,10.836552,9.051235,11.134885,10.760414,10.412999,11.166377,10.53427,10.845833,15.345916,10.664792
C1H1orf194,1.310994929,1.561963802,2.580198777,1.106706725,1.804310809,0.757001499,3.20351715,1.571446262,3.395073258,1.493307412,0.582959205,0.322553805,3.311455805,3.916330096
MOB3C,5.118041,3.94376,4.079711,4.852355,4.876365,2.781964,3.226583,4.162136,3.519415,2.945596,4.692891,4.017718,1.764923,0.991302
KLHL8,3.781499,3.639946,3.402065,3.192593,3.422469,2.755568,2.228703,3.429927,2.193086,2.351239,2.557131,3.315449,1.855116,1.666374
LOC101113531,1.749035,1.228804,1.700515,0.701243,1.303443,0.979336,0.775016,0.631094,0.505739,0.458743,0.271349,0.202407,0.123365,0.06766
LOC105610540,0.398514,0.393008,0.443985,0.081919,1.913495,0.781705,1.037459,1.5457,1.395616,0.89136,0.712952,0.697401,1.794364,0.141552
LOC105605544,0,0,0,0,0,0,0,0,0,0,3.712783,3.100745,0,0
LOC101109652,2.491515,1.638696,3.754297,0.98609,1.638072,0.772034,1.016716,2.346254,3.420295,3.516745,4.313805,2.644534,1.907383,2.331163
TBC1D24,2.05573,1.712308,2.287047,1.271815,2.84133,4.150736,2.313093,2.146897,1.967019,1.747897,2.595375,1.98425,2.712182,0.889584
ITFG2,8.046311,7.408895,7.323189,4.893532,8.381868,7.189623,7.158332,5.272874,7.24288,5.876133,2.910722,2.161113,2.630858,2.321178
NPW,0.102766,0.129665,0.128887,0,0.119073,0,0,0.434208,3.709035,1.459205,0.3448,0.248773,1.690009,0.134521
RAB3A,2.963785,2.825469,4.01705,3.014082,2.884519,3.257128,3.038311,2.56572,5.543624,5.192541,3.978624,3.291671,4.123296,5.309618
ZNF408,6.888308,7.763784,7.923138,7.952449,8.469541,11.06969,8.288391,8.219625,10.311932,8.519695,7.308787,6.722542,8.512094,6.244515
NUP62CL,1.320621363,1.437949165,1.770751,0.736518,1.882117,0.385889,0.546769,0.920604477,0.799990709,0.621017,0.95935,0.933134,0.643698752,0.338096
PRKCE,0.906044175,0.647203897,0.680959205,0.83803831,0.595817557,0.625986805,0.342928978,0.459729563,0.653556223,0.441341,1.494179022,1.839538032,0.525998771,0.393147984
PRDM6,0.164503,0.210307,0.083316,0.251726,0,0,0,0.043977,0,0,3.176461,3.28619,0,0
LOC105616454,0,0,0,0,0,0,0.202407,0,0,0,0,0,0,0.165923
LOC101111286,0.295354,0.221793,0.190617,0,0.042545,0,0.257623,0.099546,0.147935,0.302641,0,0,0,0.068336
SYK,2.180544663,4.340633477,4.356027192,3.128630844,5.21493761,4.579838843,4.041889102,3.396360289,3.794445667,3.0663755,2.995156734,3.132221495,2.880708862,1.728784258
TSACC,2.894896451,2.266685046,4.481349055,2.681168403,5.679951645,4.327535472,7.201131242,4.219881084,4.972119444,4.770430844,6.092053353,4.678116106,4.959496404,7.763928795
LOC106991156,2.184486,3.328074,3.62437,3.667734,1.879511,2.153709,2.438696,2.291477,2.264163,2.557554,3.639493,2.869651,3.104197,3.06274
PHTF2,0.701929745,0.358875609,0.235843174,0.558803244,0.415343608,0.359057797,0.397817759,0.396655744,0.204077524,0.293837897,1.101861614,0.776318526,0.223812902,0.188025177
MBD4,3.763496307,4.70589643,5.017587596,4.836925032,3.479727605,3.415153664,3.852586017,2.761907875,4.27749615,3.209553833,3.326757727,2.51616475,3.047065454,3.019776809
ZNF689,2.031568,2.443657,2.714162,1.934706,4.250926,4.494815,2.99279,3.381028,3.802186,2.928537,2.385056,2.242243,2.710185,2.388591
PDE8B,0.030419,0.019759,0.050519,0.151362,0.070273,0.065583,0.016236,0.368783,0.32807,0.173654,1.725341,1.782194,2.443721,3.691961
CEP55,0.912658496,0.512418471,0.710005363,0.179916416,1.204970969,0.144682095,0.609028658,1.456875071,1.299779463,1.230176529,2.812313133,2.047769383,1.349421069,1.20950225
STAT5B,0.686964655,0.759843099,0.658918042,0.68984474,0.7081767,0.946771448,0.621420767,0.681026049,0.919213167,1.424303466,2.172989849,2.079316609,0.506943374,0.528715197
LOC105607045,3.184549,3.589901,3.690834,3.184326,2.341114,2.343367,1.468971,1.204424,1.653576,2.072143,1.095907,1.594108,1.282143,1.499535
LOC101110376,3.317778,3.094378,3.616892,2.374019,3.421146,2.978662,3.16111,2.747188,2.082166,1.887456,2.112457,3.151258,3.514448,2.762004
LOC101111440,0.262354,0.14881,0.097199,0.032752,0.594711,0.492725,0.469517,0.430094,1.456745,0.631701,0.620237,1.388611,3.68961,1.379169
LOC101118085,0.456171,0.449023,0.397301,0.141383,1.064739,0.359287,1.28096,0.815128,1.677717,1.889236,0.304005,1.189626,1.204367,1.819444
OAS2,0.095991,0.041249,0.088596,1.958306,0.033922,0,0,0.113296,0.050364,0.104148,0.248184,0.387533,0.007128,0
B3GALT2,0.111297,0,0.043984,0.097247,0.023867,0,0.103287,0.363803,0.312383,0.522627,3.458258,2.072309,0.106504,0
EZH2,1.578691043,1.685955834,1.903158111,1.122919205,2.442527418,1.410325636,1.229267247,1.525866167,1.875583344,2.430995267,0.893703484,0.958111297,1.24574274,1.016244251
POMT1,8.664531,8.510924,7.844761,7.3653,9.816986,10.733387,8.198562,7.820191,8.382355,6.641708,6.543345,5.993733,6.27672,4.225331
PACSIN1,2.774149,1.569339,1.641921,0.697959,1.344545,2.149935,0.884519,2.024264,1.219041,3.686829,0.14971,0.208191,0.051207,0.039657
KAZN,5.059676684,4.779810559,4.659553871,3.1838964,3.12667476,3.664165177,2.727084888,3.130385809,2.388386738,2.787513531,2.171876433,3.327474654,2.310505281,2.093073479
CDK17,3.747692417,1.784032513,2.053923273,2.163179159,1.632999576,1.822376577,1.600598795,1.709663766,1.279787823,1.559984086,2.384009699,2.785329974,2.079811424,1.749570017
LOC105605471,1.943752,1.94772,3.081973,1.688683,1.696023,2.151519,4.11363,2.87609,1.977516,1.346038,2.583088,3.538114,2.79305,5.216564
PLXNC1,0.092052,0.08816,0.113274,0.083665,0.141231,0.111015,0.093875,1.713546,1.274683,2.041708,1.011194,1.283424,0.121437,0.210665
FAM214B,3.711674,4.693805,3.473756,5.875337,1.480803,1.301121,0.941557,3.468653,2.098223,2.693939,3.250869,4.754835,3.451302,3.255708
LOC101102824,3.292433,2.039805,2.651074,2.156081,4.148483,4.29817,2.810857,2.708862,3.616102,3.038294,2.540706,2.647797,3.503379,3.718227
CDAN1,5.454871,5.231414,5.654254,5.409308,5.043787,4.890831,3.980967,2.581118,3.604635,3.523697,2.428936,1.659488,2.192509,1.646254
LHFPL1,0.107878,0.194362,0.167562,0.20397,0.209669,0,0.031523,0.497894,0.37767,0.426682,1.000503,0.678746,3.456971,3.682224
ILDR2,0.050508,0.039937,0,0.073794,0.028687,0.051791,0,0.065223,0.030393,0.127627,0.814118,1.132684,0,0
LOC105603314,1.133576,1.339634,1.163043,1.057858,0.484055,1.47922,1.655425,1.922032,1.250075,1.552841,2.566713,2.259884,2.128728,1.073326
LOC101120178,4.492426,3.993917,4.013046,3.640207,2.526114,3.507378,2.949959,1.00559,1.429295,1.387015,0.588322,0.584117,0.670668,0.360952
AMIGO2,0.153999,0.319819,0.20192,0.400659,0.085711,0.071538,0.074164,0.042466,0.023061,0.154293,2.855907,3.680394,0,0.044479
HERC4,3.608585675,2.642026272,2.809472685,2.918450713,2.386090398,2.676060967,2.518686015,2.086221747,1.471143498,1.846236201,2.395113174,2.459548571,2.090852132,1.871876781
MTMR14,8.471232,7.950468,9.471377,8.460211,9.950974,12.227026,10.499499,10.575319,12.542707,11.004895,7.732151,5.747652,7.342396,9.843001
TCP11L1,2.331496935,0.614915641,2.213594685,0.634082965,1.374940449,2.312757008,1.139981739,1.364465234,0.933018503,1.717628793,1.04836995,1.037814869,0.416287097,0.401644629
MCM8,1.57281162,1.17166188,1.02956198,0.99590878,2.25898516,1.01513128,1.36253182,1.31365694,1.64854774,1.2505114,1.08407986,0.89959372,2.2282693,1.1895138
LOC106991247,1.493604,1.852167,3.139726,1.226435,4.17603,1.282083,1.702348,2.916876,5.111799,5.566885,2.022181,1.688136,3.464533,1.359067
LRRC31,0.036822662,0,0.059789792,0.185329283,0,0,0,0,0,0,0.133473951,0.240589166,0,0
LOC101112356,0.268676,0.089732,0.091417,0,0.138592,0.578105,0.299521,0.51906,0.103786,0.464619,3.670695,0.473664,0.178257,0.086608
PQLC2,1.588310094,1.369422321,1.457497232,1.037557738,2.060097464,3.21121103,1.694356225,6.454690352,4.840257505,5.943371028,2.888969721,2.979234046,5.58687896,3.79346619
MROH5,2.001786,1.55394,1.145706,3.670187,1.031494,0.385018,0.66361,0.178375,0.114991,0.272435,0.010475,0.010634,0,0
LOC105615627,0.094495,0.025733,0,0.058751,0.027419,0.040939,0.095469,0,0,0,1.085167,2.762813,0,0
CCDC134,4.655612128,4.556161864,4.087112991,4.025740148,2.420164426,4.357554493,2.491930733,2.538367928,2.95177441,2.490822364,1.342436706,2.477134019,2.174056951,1.927237449
LOC100192427,0.08934,0,0.118396,0.32387,0.064468,0.184996,0.223462,0.724779,1.156727,1.09082,1.437568,0.643315,0,0
LOC105603811,1.052834,0.270535,0.221749,0.285566,0.068392,1.305554,3.855581,0.221524,0.474137,2.448405,0.094274,2.235907,1.547359,0.559705
PTCHD1,0.028224,0.036851,0,0.073683,0,0,0.008265,0,0,0,3.006708,3.667223,0,0
PYURF,0.587636,1.965639,0.589761,1.324123,1.208189,1.560732,0.600159,0.790884,0.708414,0.916228,0.480703,0.563583,0.614795,0.626683
FREM2,0.222525,0.414102,0.346423,0.077446,0.233831,0.088979,0.047434,0.123055,0.005897,0.020271,0.388848,1.205277,0,0
LIMK1,5.158436512,6.76295948,6.137529692,4.441538513,3.945103302,7.288452184,5.43254413,4.979849644,5.375579325,5.077398659,4.280290061,4.95055793,5.999527035,3.894715652
FAM118A,2.077429733,2.366886886,3.20095459,1.540793217,2.171726223,3.366719015,2.68532122,2.02832077,2.579505022,3.219690758,2.750335199,2.878435635,1.199109065,1.325421457
CD101,0.637360113,0.268138192,0.618895801,0.116855669,0.428550624,0.344485431,0.383248092,1.157843116,0.570744115,1.052613545,3.66491901,1.627803644,0.489058469,0.494018666
LOC106991049,2.315352702,1.742971221,1.718081387,1.272558406,3.437062364,2.314021184,2.108225703,4.1689935,4.125110726,4.378490758,1.473638443,1.994147317,2.049378616,1.286884188
ZNF691,3.43173428,4.978607662,4.404151342,5.0358142,6.902266833,5.167367433,6.026920498,6.457263744,4.377255738,6.187531999,6.307138364,8.487838882,6.436019154,5.322236134
C1H3orf38,2.67630757,2.016454606,2.286417489,2.048672263,2.328001432,1.819033969,1.763095907,2.540000604,2.505662271,2.712146358,3.591437855,3.704411983,2.594858971,3.060917305
STOML1,4.873057281,5.428988307,6.686897257,3.195281556,5.827858322,5.263757031,5.240519679,4.307285715,4.737657524,4.047694563,5.450082097,3.981867057,4.199572916,4.18256428
RFX7,3.171547,0.953231,1.818352,0.926532,2.068474,1.746495,1.761774,1.843291,1.14434,1.411401,2.107183,1.788116,1.331859,1.09972
FAM81A,0.536437106,0.873500016,0.609553463,0.399556971,0.455769,0.360315,0.619307,0.347867,0.341105712,0.698209138,0.95927454,0.877694288,1.812752437,1.058776383
LOC105602975,1.510702,1.626435,1.764699,1.761684,2.372542,4.662455,3.235689,2.442804,3.053364,2.102626,1.534047,0.942048,2.589087,3.99344
SLC16A14,0.198338,0.243463,0.259039,0.198754,0.372899,0.245947,0.138007,0.930383,0.792134,1.141077,1.426506,1.326077,0.862872,1.421012
LOC105612738,1.564189,1.402589,1.761363,3.572654,1.966013,1.371746,2.289244,1.778666,2.068531,2.692864,1.62545,1.383017,3.029086,1.565194
ITPRIPL1,1.467021439,1.802110273,1.940775288,1.232459969,3.873175677,1.176951551,1.29703095,3.275878014,4.332373273,4.365201592,3.472295044,2.690802117,2.624808516,1.679097879
LOC106991907,0.325922,0.678054,0.316135,0.642079,0.540721,0.696757,0.580123,1.114344,1.160688,1.060007,0.99885,1.128828,3.117838,3.647948
LURAP1,0.86954,0.869708,0.74435,0.338958,1.46812,0.763281,0.700532,2.149245,1.837734,1.537538,2.609982,3.73577,3.085316,0.876573
STARD3,6.469189466,7.570323673,5.643856542,9.612018911,5.086172241,4.686109081,4.895874545,5.09230646,5.565963184,5.232583866,4.503108719,3.886110335,4.690648585,3.244858464
TMEM37,0.266851,0.135751,0.184735,0.420412,0.365898,0.349604,0.282604,1.492049,2.354904,2.469525,0.747637,0.519105,1.252241,0.160878
SGSM1,2.96277,3.565238,4.011425,1.699244,3.48239,3.71254,3.175014,1.399936,2.304367,1.277849,0.747553,0.602088,1.157857,0.859305
PTCD1,6.265184,6.846638,6.654268,5.64432,8.498281,10.009019,7.050995,7.490459,9.779616,9.417009,6.059183,6.906271,7.734996,6.461886
IKZF5,3.579768296,2.157852392,2.953661696,2.779073845,3.173557203,2.169449307,2.671313313,2.714645064,2.573618036,2.16844166,2.975077282,2.841501887,2.850143405,2.587678331
PRPS2,1.010348232,0.674248477,0.816694307,0.688872025,0.818095314,1.382565511,1.322055386,0.902918535,1.028904765,1.052396809,0.593355332,0.681387682,0.689210802,0.400109441
